"date","nest","spp","status","adults","stage","chicks","confidence","notes"
2017-04-13,"179","BCNH","A",NA,2,2,"","egg possibly dead."
2017-04-20,"179","BCNH","A",NA,4,1,"","egg is dead."
2017-04-27,"179","BCNH","A",NA,5,1,"",NA
2017-05-11,"179","BCNH","A",NA,4,1,"","vagrant chick?"
2017-05-18,"179","BCNH","I",NA,NA,0,"","empty"
2017-05-25,"179","BCNH","I",NA,NA,0,"","empty."
2017-06-01,"179","BCNH","I",NA,NA,0,"","empty."
2017-04-06,"180","BCNH","A",NA,1,0,"",NA
2017-04-13,"180","BCNH","A",NA,1,0,"",NA
2017-04-20,"180","BCNH","I",NA,NA,0,"","empty, shell beneath nest."
2017-04-27,"180","BCNH","I",NA,NA,0,"","empty."
2017-05-11,"180","BCNH","I",NA,NA,0,"","destroyed."
2017-05-18,"180","BCNH","I",NA,NA,0,"","empty"
2017-05-25,"180","BCNH","I",NA,NA,0,"","destroyed."
2017-06-01,"180","BCNH","I",NA,NA,0,"","destroyed."
2017-04-06,"182","BCNH","A",NA,1,0,"","tag 2ft above nest, nest best access from below"
2017-04-13,"182","BCNH","A",NA,1,0,"",NA
2017-05-04,"182","BCNH","A",NA,2,2,"","2 large chicks but no previous hatch data"
2017-05-11,"182","BCNH","I",NA,NA,0,"","empty."
2017-05-18,"182","BCNH","I",NA,NA,0,"","empty"
2017-05-25,"182","BCNH","I",NA,NA,0,"","empty."
2017-06-01,"182","BCNH","I",NA,NA,0,"","empty"
2017-04-06,"183","BCNH","A",NA,1,0,"","tag 3ft above nest. 12ft w of 178."
2017-04-13,"183","BCNH","A",NA,2,2,"",NA
2017-04-20,"183","BCNH","A",NA,4,1,"","this data in notebook"
2017-04-27,"183","BCNH","A",NA,5,1,"",NA
2017-05-04,"183","BCNH","I",NA,NA,0,"","1 dead chick."
2017-05-11,"183","BCNH","A",NA,NA,1,"","chick dead at nest edge."
2017-05-18,"183","BCNH","I",NA,NA,0,"","empty"
2017-05-25,"183","BCNH","I",NA,NA,0,"","empty."
2017-06-01,"183","BCNH","I",NA,NA,0,"","empty"
2017-04-06,"184","BCNH","A",NA,1,0,"","between concrete slabs at south end of rubble"
2017-04-13,"184","BCNH","A",NA,1,0,"",NA
2017-04-20,"184","BCNH","A",NA,1,0,"",NA
2017-04-27,"184","BCNH","A",NA,2,2,"",NA
2017-05-04,"184","BCNH","A",NA,4,2,"",NA
2017-05-11,"184","BCNH","A",NA,5,2,"",NA
2017-05-18,"184","BCNH","A",NA,5,2,"",NA
2017-05-25,"184","BCNH","A",NA,5,1,"","1 large chick, 1 dead chick below nest."
2017-06-01,"184","BCNH","I",NA,NA,0,"","empty."
2017-04-06,"185","BCNH","A",NA,1,0,"","tag below nest, 10 ft"
2017-04-13,"185","BCNH","A",NA,2,2,"",NA
2017-04-20,"185","BCNH","A",NA,2,2,"",NA
2017-04-27,"185","BCNH","A",NA,5,1,"","chick looks more like 11 days."
2017-05-04,"185","BCNH","A",NA,5,1,"",NA
2017-05-11,"185","BCNH","I",NA,NA,0,"","empty/destroyed."
2017-05-18,"185","BCNH","I",NA,NA,0,"","destroyed"
2017-05-25,"185","BCNH","I",NA,NA,0,"","destroyed"
2017-06-01,"185","BCNH","I",NA,NA,0,"","destroyed."
2017-04-06,"191","BCNH","A",NA,1,0,"","tag 1 ft below nest."
2017-04-13,"191","BCNH","I",NA,NA,0,"","two egg shells beneath nest, evidence of depredation."
2017-04-20,"191","BCNH","I",NA,NA,0,"","empty."
2017-04-27,"191","BCNH","I",NA,NA,0,"","empty"
2017-05-11,"191","BCNH","I",NA,NA,0,"","empty/destroyed."
2017-05-18,"191","BCNH","I",NA,NA,0,"","destroyed"
2017-06-01,"191","BCNH","I",NA,NA,0,"","destroyed."
2017-04-06,"192","BCNH","A",NA,1,0,"","in rubble top."
2017-04-13,"192","BCNH","A",NA,1,0,"",NA
2017-04-20,"192","BCNH","A",NA,2,1,"",NA
2017-04-27,"192","BCNH","A",NA,2,2,"",NA
2017-05-04,"192","BCNH","A",NA,4,2,"",NA
2017-05-11,"192","BCNH","A",NA,5,2,"",NA
2017-05-18,"192","BCNH","A",NA,5,1,"",NA
2017-05-25,"192","BCNH","I",NA,NA,0,"","empty. other notebook entry says destroyed."
2017-06-01,"192","BCNH","A",NA,5,1,"","nest not destroyed"
2017-04-06,"194","BCNH","A",NA,2,3,"","first entrance in to tunnel bush."
2017-04-13,"194","BCNH","A",NA,2,3,"","1 dead chick below nest, no other details for this date/nest in notebook"
2017-04-20,"194","BCNH","A",NA,5,3,"",NA
2017-04-27,"194","BCNH","A",NA,5,2,"",NA
2017-05-04,"194","BCNH","A",NA,5,2,"",NA
2017-05-11,"194","BCNH","A",NA,5,2,"",NA
2017-05-18,"194","BCNH","I",NA,NA,0,"","empty"
2017-05-25,"194","BCNH","I",NA,NA,0,"","empty."
2017-06-01,"194","BCNH","I",NA,NA,0,"","empty."
2017-04-06,"195","BCNH","A",NA,1,0,"","top of rubble pile."
2017-04-06,"196","BCNH","A",NA,1,0,"",NA
2017-04-13,"196","BCNH","A",NA,1,0,"",NA
2017-04-20,"196","BCNH","A",NA,1,0,"",NA
2017-04-27,"196","BCNH","A",NA,1,0,"",NA
2017-05-04,"196","BCNH","A",NA,2,3,"",NA
2017-05-11,"196","BCNH","A",NA,2,2,"",NA
2017-05-18,"196","BCNH","A",NA,5,2,"",NA
2017-05-25,"196","BCNH","A",NA,5,1,"","1 depredated chick below nest."
2017-06-01,"196","BCNH","A",NA,5,1,"",NA
2017-04-06,"197","BCNH","A",NA,1,0,"","eggs warm, tag below nest"
2017-04-13,"197","BCNH","A",NA,1,0,"",NA
2017-04-20,"197","BCNH","A",NA,1,0,"",NA
2017-04-27,"197","BCNH","A",NA,2,3,"",NA
2017-05-04,"197","BCNH","A",NA,4,2,"",NA
2017-05-11,"197","BCNH","A",NA,5,3,"",NA
2017-05-18,"197","BCNH","I",NA,NA,0,"","empty"
2017-05-25,"197","BCNH","I",NA,NA,0,"","empty."
2017-06-01,"197","BCNH","I",NA,NA,0,"","empty."
2017-04-06,"198","BCNH","A",NA,1,0,"","tag below nest"
2017-04-13,"198","BCNH","A",NA,1,0,"",NA
2017-04-20,"198","BCNH","A",NA,2,3,"",NA
2017-04-27,"198","BCNH","A",NA,4,3,"",NA
2017-05-04,"198","BCNH","A",NA,5,2,"",NA
2017-05-11,"198","BCNH","A",NA,5,1,"","chick dead at nest edge."
2017-05-18,"198","BCNH","I",NA,NA,0,"","one dead chick"
2017-05-25,"198","BCNH","I",NA,NA,0,"","empty."
2017-06-01,"198","BCNH","I",NA,NA,0,"","empty."
2017-04-06,"199","BCNH","A",NA,2,2,"","accessed from below. over wall."
2017-04-13,"199","BCNH","A",NA,5,3,"",NA
2017-04-20,"199","BCNH","A",NA,5,2,"",NA
2017-04-27,"199","BCNH","A",NA,5,2,"",NA
2017-05-11,"199","BCNH","I",NA,NA,0,"","empty."
2017-05-18,"199","BCNH","I",NA,NA,0,"","empty"
2017-05-25,"199","BCNH","I",NA,NA,0,"","empty."
2017-04-27,"202","BCNH","A",NA,2,2,"","1ft se of tag, over the wall."
2017-05-04,"202","BCNH","I",NA,NA,0,"","empty."
2017-05-11,"202","BCNH","I",NA,NA,0,"","empty."
2017-05-18,"202","BCNH","I",NA,NA,0,"","empty"
2017-05-25,"202","BCNH","I",NA,NA,0,"","renest. see 202a."
2017-06-01,"202","BCNH","I",NA,NA,0,"","renest. see 202a."
2017-05-25,"202A","BCNH","A",NA,1,0,"",NA
2017-06-01,"202A","BCNH","A",NA,1,0,"",NA
2017-04-27,"204","BCNH","A",NA,1,0,"","over the wall. 1.5 ft se from tag."
2017-05-04,"204","BCNH","A",NA,1,0,"",NA
2017-05-11,"204","BCNH","A",NA,1,0,"",NA
2017-05-18,"204","BCNH","A",NA,1,0,"",NA
2017-05-25,"204","BCNH","A",NA,2,3,"",NA
2017-06-01,"204","BCNH","A",NA,4,2,"",NA
2017-04-27,"205","SNEG","A",NA,1,0,"","tag 1ft n of nest."
2017-05-04,"205","SNEG","A",NA,1,0,"",NA
2017-04-27,"206","BCNH","A",NA,1,0,"","over the wall, tag right above nest."
2017-05-04,"206","BCNH","A",NA,1,0,"",NA
2017-05-11,"206","BCNH","A",NA,1,0,"",NA
2017-05-18,"206","BCNH","A",NA,1,0,"",NA
2017-05-25,"206","BCNH","I",NA,NA,0,"","destroyed."
2017-06-01,"206","BCNH","I",NA,NA,0,"","destroyed."
2017-05-11,"211","SNEG","A",NA,1,0,"","s edge of colony, tag above nest."
2017-05-18,"211","SNEG","A",NA,1,0,"",NA
2017-05-18,"212","SNEG","A",NA,1,0,"","center colony"
2017-05-11,"216","SNEG","A",NA,1,0,"","tag 3ft n of nest. sw of 574"
2017-05-18,"216","SNEG","A",NA,1,0,"",NA
2017-05-25,"216","SNEG","A",NA,2,1,"","egg is pipped. confirmed sneg. copied over to sneg tab."
2017-06-01,"216","SNEG","A",NA,2,3,"",NA
2017-06-01,"222","BCNH","A",NA,2,2,"","tagged s of nest along same branch."
2017-05-04,"223","BCNH","A",NA,1,0,"",NA
2017-05-11,"223","BCNH","A",NA,1,0,"",NA
2017-05-18,"223","BCNH","I",NA,NA,0,"","empty; one depredated egg beneath"
2017-05-25,"223","BCNH","I",NA,NA,0,"","empty."
2017-06-01,"223","BCNH","I",NA,NA,0,"","empty"
2017-05-04,"225","SNEG","A",NA,1,0,"","entry not finished."
2017-05-18,"225","SNEG","A",NA,2,1,"",NA
2017-04-27,"228","BCNH","A",NA,1,0,"","3ft high on wall."
2017-05-04,"228","BCNH","A",NA,1,0,"",NA
2017-05-11,"228","BCNH","A",NA,1,0,"",NA
2017-05-18,"228","BCNH","A",NA,1,0,"",NA
2017-05-25,"228","BCNH","I",NA,NA,0,"","empty."
2017-06-01,"228","BCNH","I",NA,NA,0,"","empty."
2017-04-27,"229","BCNH","A",NA,1,0,"","by 199, over wall. access from below. tag is 3ft w and above nest."
2017-05-04,"229","BCNH","A",NA,1,0,"",NA
2017-05-18,"229","BCNH","I",NA,NA,0,"","empty"
2017-05-25,"229","BCNH","I",NA,NA,0,"","empty."
2017-06-01,"229","BCNH","I",NA,NA,0,"","empty."
2017-05-04,"230","SNEG","A",NA,1,0,"","after belly crawl entrance, by 794, tag directly below."
2017-05-11,"230","SNEG","A",NA,1,0,"",NA
2017-05-18,"230","SNEG","A",NA,1,0,"",NA
2017-05-04,"232","SNEG","A",NA,1,0,"","seen from belly crawl, tagged on other side, by 786. tag 1ft s of nest."
2017-05-11,"232","SNEG","A",NA,1,0,"",NA
2017-05-04,"233","SNEG","A",NA,1,0,"","tag 1ft e of nest. behind 733."
2017-05-11,"233","SNEG","A",NA,1,0,"",NA
2017-05-18,"233","SNEG","A",NA,1,0,"",NA
2017-05-04,"234","SNEG","A",NA,1,0,"","center of colony, by 242. tag on same branch at nest."
2017-05-11,"234","SNEG","A",NA,1,0,"",NA
2017-05-18,"234","SNEG","A",NA,1,0,"",NA
2017-05-04,"242","SNEG","A",NA,1,0,"","center of colony. tag 2ft above."
2017-05-11,"242","SNEG","A",NA,1,0,"",NA
2017-05-04,"243","SNEG","A",NA,1,0,"","above 759."
2017-05-11,"243","SNEG","A",NA,1,0,"",NA
2017-05-18,"243","SNEG","A",NA,1,0,"",NA
2017-04-13,"246","BCNH","A",NA,1,0,"","tag 3ft north of nest.12ft south of 597."
2017-04-20,"246","BCNH","A",NA,2,1,"",NA
2017-04-27,"246","BCNH","A",NA,2,1,"",NA
2017-05-04,"246","BCNH","A",NA,NA,1,"","no age in notebook; estimated"
2017-05-11,"246","BCNH","I",NA,NA,0,"","empty."
2017-05-18,"246","BCNH","I",NA,NA,0,"","empty"
2017-05-25,"246","BCNH","I",NA,NA,0,"","empty."
2017-06-01,"246","BCNH","I",NA,NA,0,"","empty."
2017-05-04,"248","SNEG","A",NA,1,0,"","below and behind 748 (west)."
2017-05-11,"248","SNEG","A",NA,1,0,"",NA
2017-05-18,"248","SNEG","A",NA,1,0,"",NA
2017-05-04,"249","BCNH","A",NA,1,0,"",NA
2017-05-11,"249","BCNH","A",NA,1,0,"",NA
2017-05-18,"249","BCNH","A",NA,1,0,"",NA
2017-05-25,"249","BCNH","A",NA,1,0,"",NA
2017-06-01,"249","BCNH","A",NA,2,2,"",NA
2017-05-04,"251","SNEG","A",NA,1,0,"","by 710."
2017-05-11,"251","SNEG","A",NA,1,0,"",NA
2017-05-18,"251","SNEG","A",NA,1,0,"",NA
2017-05-04,"256","SNEG","A",NA,1,0,"","tag 1ft sw of nest, 4ft se of 543."
2017-05-11,"256","SNEG","A",NA,1,0,"","tag 1ft sw of nest, 4ft se of 543."
2017-05-18,"256","SNEG","A",NA,1,0,"",NA
2017-05-25,"263","BCNH","A",NA,2,2,"","sw of 246."
2017-06-01,"263","BCNH","A",NA,5,3,"",NA
2017-05-25,"282","BCNH","A",NA,1,0,"","north end of colony, tag 3 ft below nest. get utms next week."
2017-06-01,"282","BCNH","A",NA,2,1,"",NA
2017-04-13,"287","BCNH","A",NA,2,1,"","tag 3ft west of nest."
2017-04-20,"287","BCNH","A",NA,1,0,"","egg is likely dead."
2017-04-27,"287","BCNH","I",NA,NA,0,"","renest. see 287a."
2017-05-04,"287","BCNH","I",NA,NA,0,"","see 287a."
2017-05-11,"287","BCNH","I",NA,NA,0,"","see 287a."
2017-05-18,"287","BCNH","I",NA,NA,0,"","see 287a."
2017-05-25,"287","BCNH","I",NA,NA,0,"","see 287a."
2017-06-01,"287","BCNH","I",NA,NA,0,"","see 287a."
2017-04-27,"287A","BCNH","A",NA,1,0,"","renest; tag 3ft west of nest"
2017-05-04,"287A","BCNH","A",NA,1,0,"",NA
2017-05-11,"287A","BCNH","A",NA,1,0,"",NA
2017-05-18,"287A","BCNH","I",NA,NA,0,"","empty"
2017-05-25,"287A","BCNH","I",NA,NA,0,"","empty."
2017-06-01,"287A","BCNH","I",NA,NA,0,"","empty"
2017-06-08,"287B","BCNH","A",NA,1,0,"","second renest; tag 3ft west of nest"
2017-05-25,"288","BCNH","A",NA,1,0,"","tag 2ft ne of nest.. gps dead. halfway between 362/599."
2017-06-01,"288","BCNH","A",NA,1,0,"",NA
2017-06-01,"293","SNEG","A",NA,2,2,"","sneg, copied to sneg tab. tagged in front of nest, left of 552 tag."
2017-05-04,"303","BCNH","A",NA,1,0,"","tag below"
2017-05-11,"303","BCNH","I",NA,NA,0,"","empty."
2017-05-18,"303","BCNH","I",NA,NA,0,"","1 depredated egg beneath"
2017-05-25,"303","BCNH","I",NA,NA,0,"","empty."
2017-05-25,"308","BCNH","A",NA,1,0,"","tag next to nest."
2017-06-01,"308","BCNH","A",NA,1,0,"",NA
2017-05-11,"310","SNEG","A",NA,1,0,"","s edge of colony, just n of 713."
2017-05-18,"310","SNEG","A",NA,1,0,"","one egg was pipping"
2017-05-11,"318","BCNH","A",NA,1,0,"","tag directly below nest."
2017-05-18,"318","BCNH","I",NA,NA,0,"","empty"
2017-05-25,"318","BCNH","I",NA,NA,0,"","empty."
2017-06-01,"318","BCNH","I",NA,NA,0,"","empty."
2017-05-11,"319","BCNH","A",NA,1,0,"","3ft sw of nest."
2017-05-18,"319","BCNH","I",NA,NA,0,"","empty"
2017-05-25,"319","BCNH","I",NA,NA,0,"","empty."
2017-06-01,"319","BCNH","I",NA,NA,0,"","empty."
2017-06-08,"319A","BCNH","A",NA,1,0,"","3ft sw of nest."
2017-04-20,"320","SNEG","A",NA,1,0,"","tag 1ft n of nest."
2017-04-27,"320","SNEG","A",NA,1,0,"","can't find in notebook to confirm"
2017-05-04,"320","SNEG","I",NA,NA,0,"","empty. can't find in notebook to confirm."
2017-05-11,"320","SNEG","I",NA,NA,0,"","renest. see 320a."
2017-05-18,"320","SNEG","I",NA,NA,0,"","see 320a"
2017-05-11,"320A","SNEG","A",NA,1,0,"","tag 1ft n of nest."
2017-05-18,"320A","SNEG","A",NA,1,0,"",NA
2017-05-04,"325","SNEG","A",NA,1,0,"","1ft e of 721. utms not collected. used 721's coordinates due to proximity 1ft e of 721."
2017-05-11,"325","SNEG","A",NA,1,0,"",NA
2017-05-18,"325","SNEG","A",NA,1,0,"",NA
2017-05-04,"326","SNEG","A",NA,1,0,"","center of colony. tag directly above."
2017-05-11,"326","SNEG","A",NA,1,0,"",NA
2017-05-18,"326","SNEG","A",NA,1,0,"",NA
2017-05-04,"328","SNEG","A",NA,1,0,"","across from 726 in fuzzy leaf tree."
2017-05-11,"328","SNEG","A",NA,1,0,"",NA
2017-05-18,"328","SNEG","A",NA,1,0,"",NA
2017-05-25,"328","SNEG","A",NA,2,3,"",NA
2017-06-01,"328","SNEG","A",NA,2,4,"",NA
2017-05-04,"331","BCNH","A",NA,1,0,"","across from rec."
2017-05-11,"331","BCNH","A",NA,1,0,"",NA
2017-05-18,"331","BCNH","I",NA,NA,0,"","empty"
2017-05-25,"331","BCNH","I",NA,NA,0,"","empty"
2017-06-01,"331","BCNH","I",NA,NA,0,"","empty."
2017-05-04,"333","BCNH","A",NA,1,0,"","at least 2 eggs. gps at tag, garden side of wh"
2017-05-11,"333","BCNH","A",NA,1,0,"",NA
2017-05-18,"333","BCNH","A",NA,1,0,"","half destroyed"
2017-06-01,"333","BCNH","I",NA,NA,0,"","destroyed."
2017-05-11,"343","BCNH","A",NA,1,0,"","tag 1ft nw of nest."
2017-05-18,"343","BCNH","A",NA,1,0,"",NA
2017-04-06,"344","BCNH","A",NA,2,2,"","5ft left/w of 416. tag 1ft below nest."
2017-04-13,"344","BCNH","A",NA,2,1,"",NA
2017-04-20,"344","BCNH","A",NA,5,1,"",NA
2017-04-27,"344","BCNH","I",NA,NA,0,"","one dead chick."
2017-05-04,"344","BCNH","I",NA,NA,0,"","empty."
2017-05-11,"344","BCNH","A",NA,1,0,"",NA
2017-05-18,"344","BCNH","I",NA,NA,0,"","empty"
2017-05-25,"344","BCNH","A",NA,1,0,"",NA
2017-06-01,"344","BCNH","A",NA,2,1,"",NA
2017-04-06,"346","BCNH","A",NA,1,0,"",NA
2017-04-13,"346","BCNH","A",NA,2,2,"",NA
2017-04-20,"346","BCNH","I",NA,NA,0,"","empty."
2017-04-27,"346","BCNH","I",NA,NA,0,"","empty."
2017-05-04,"346","BCNH","I",NA,NA,0,"","empty."
2017-05-11,"346","BCNH","I",NA,NA,0,"","empty."
2017-05-18,"346","BCNH","I",NA,NA,0,"","empty"
2017-05-25,"346","BCNH","I",NA,NA,0,"","see 346a"
2017-06-01,"346","BCNH","I",NA,NA,0,"","see 346a"
