"date","nest","spp","status","adults","stage","chicks","confidence","notes"
2015-04-16,"164","SNEG","A",NA,1,NA,"",NA
2015-04-23,"164","SNEG","A",NA,1,NA,"",NA
2015-04-30,"164","SNEG","A",NA,2,3,"",NA
2015-04-02,"170","SNEG","A",NA,1,NA,"","middle; above and to the left of 64"
2015-04-09,"170","SNEG","A",NA,1,NA,"",NA
2015-04-16,"170","SNEG","A",NA,1,NA,"",NA
2015-04-23,"170","SNEG","A",NA,1,NA,"",NA
2015-04-30,"170","SNEG","A",NA,2,2,"",NA
2015-04-02,"171/563","SNEG","A",NA,1,NA,"","east side; back side of colony"
2015-04-09,"171/563","SNEG","A",NA,1,NA,"",NA
2015-04-16,"171/563","SNEG","A",NA,1,0,"","predated and renest"
2015-04-23,"171/563","SNEG","A",NA,1,NA,"",NA
2015-04-30,"171/563","SNEG","A",NA,1,NA,"",NA
2015-04-16,"171/563A",NA,"A",NA,1,NA,"",NA
2015-04-23,"171/563A",NA,"A",NA,1,NA,"",NA
2015-04-30,"171/563A",NA,"A",NA,1,NA,"",NA
2015-04-02,"175","BCNH","A",NA,1,NA,"",NA
2015-04-09,"175","BCNH","A",NA,1,NA,"","ch 2. rub dvr installed"
2015-04-16,"175","BCNH","A",NA,1,NA,"",NA
2015-05-14,"175","BCNH","A",NA,NA,1,"",NA
2015-05-21,"175","BCNH","A",NA,5,1,"",NA
2015-05-28,"175","BCNH","I",NA,NA,0,"","empty"
2015-06-04,"175","BCNH","I",NA,NA,0,"","empty"
2015-06-11,"175","BCNH","I",NA,NA,0,"","empty"
2015-04-02,"177","BCNH","A",NA,1,NA,"","tag below nest"
2015-04-09,"177","BCNH","I",NA,NA,NA,"",NA
2015-04-16,"177","BCNH","I",NA,NA,0,"","empty"
2015-04-23,"177","BCNH","I",NA,NA,0,"","empty"
2015-04-30,"177","BCNH","I",NA,NA,0,"","still empty?"
2015-05-07,"177","BCNH","I",NA,NA,0,"","not checked, still empty?"
2015-05-14,"177","BCNH","I",NA,NA,0,"","empty"
2015-05-21,"177","BCNH","I",NA,NA,0,"","empty"
2015-06-04,"177","BCNH","I",NA,NA,0,"","empty"
2015-06-11,"177","BCNH","I",NA,NA,0,"","empty"
2015-04-02,"178","BCNH","A",NA,1,NA,"","10 ft to the right of nest 175"
2015-04-09,"178","BCNH","A",NA,1,NA,"","ch 4. rub dvr installed"
2015-04-16,"178","BCNH","A",NA,2,2,"",NA
2015-05-14,"178","BCNH","I",NA,NA,0,"","empty"
2015-05-21,"178","BCNH","I",NA,NA,0,"","empty"
2015-05-28,"178","BCNH","I",NA,NA,0,"","empty"
2015-06-04,"178","BCNH","I",NA,NA,0,"","empty"
2015-06-11,"178","BCNH","I",NA,NA,0,"","empty"
2015-04-30,"179","SNEG","A",NA,1,NA,"","right of 360"
2015-04-02,"180","BCNH","A",NA,1,NA,"","over the wall"
2015-04-09,"180","BCNH","A",NA,1,NA,"","ch 1. rub dvr installed"
2015-04-16,"180","BCNH","A",NA,NA,1,"","rub dvr ch 1"
2015-04-23,"180","BCNH","I",NA,NA,0,"","camera removed"
2015-04-30,"180","BCNH","I",NA,NA,0,"","empty"
2015-05-07,"180","BCNH","I",NA,NA,0,"","empty"
2015-05-14,"180","BCNH","I",NA,NA,0,"","empty"
2015-05-21,"180","BCNH","I",NA,NA,0,"","empty"
2015-05-28,"180","BCNH","I",NA,NA,0,"","empty"
2015-06-11,"180","BCNH","I",NA,NA,0,"","empty"
2015-04-02,"182","BCNH","A",NA,1,NA,"",NA
2015-04-09,"182","BCNH","A",NA,2,3,"",NA
2015-04-23,"182","BCNH","A",NA,5,3,"",NA
2015-04-30,"182","BCNH","A",NA,5,3,"",NA
2015-05-07,"182","BCNH","A",NA,5,2,"",NA
2015-05-14,"182","BCNH","A",NA,5,2,"",NA
2015-06-11,"182","BCNH","I",NA,NA,0,"","empty"
2015-04-02,"183","BCNH","A",NA,1,NA,"",NA
2015-04-09,"183","BCNH","A",NA,2,2,"",NA
2015-04-23,"183","BCNH","I",NA,NA,NA,"",NA
2015-04-30,"183","BCNH","I",NA,NA,0,"","empty"
2015-05-07,"183","BCNH","I",NA,NA,0,"","empty"
2015-05-14,"183","BCNH","I",NA,NA,0,"","empty"
2015-05-21,"183","BCNH","I",NA,NA,0,"","empty"
2015-06-11,"183","BCNH","I",NA,NA,0,"","empty"
2015-04-02,"184","BCNH","A",NA,1,NA,"","orange flagging 1 ft away"
2015-04-09,"184","BCNH","A",NA,1,NA,"",NA
2015-04-16,"184","BCNH","I",NA,NA,0,"","empty"
2015-04-23,"184","BCNH","I",NA,NA,0,"","still empty"
2015-04-30,"184","BCNH","I",NA,NA,0,"","empty"
2015-05-07,"184","BCNH","I",NA,NA,0,"","empty"
2015-05-14,"184","BCNH","I",NA,NA,0,"","not checked, still empty?"
2015-05-28,"184","BCNH","I",NA,NA,0,"","empty"
2015-06-04,"184","BCNH","I",NA,NA,0,"","empty"
2015-06-11,"184","BCNH","I",NA,NA,0,"","empty"
2015-04-02,"185","BCNH","A",NA,1,NA,"","tag just below nest"
2015-04-09,"185","BCNH","A",NA,1,NA,"",NA
2015-04-16,"185","BCNH","A",NA,2,3,"",NA
2015-04-23,"185","BCNH","A",NA,2,3,"","unusually small"
2015-04-30,"185","BCNH","I",NA,NA,0,"","empty"
2015-05-07,"185","BCNH","I",NA,NA,0,"","not checked, still empty?"
2015-05-14,"185","BCNH","I",NA,NA,0,"","empty"
2015-05-21,"185","BCNH","I",NA,NA,0,"","empty"
2015-06-04,"185","BCNH","I",NA,NA,0,"","empty"
2015-04-02,"187/507","BCNH","A",NA,1,NA,"","tag just above nest; double-tagged with 507"
2015-04-09,"187/507","BCNH","A",NA,2,3,"",NA
2015-04-16,"187/507","BCNH","A",NA,2,4,"",NA
2015-04-23,"187/507","BCNH","A",NA,5,3,"",NA
2015-04-30,"187/507","BCNH","A",NA,5,2,"",NA
2015-05-07,"187/507","BCNH","A",NA,5,2,"",NA
2015-05-14,"187/507","BCNH","A",NA,5,2,"",NA
2015-05-21,"187/507","BCNH","I",NA,NA,0,"","empty"
2015-05-28,"187/507","BCNH","I",NA,NA,0,"","empty"
2015-06-04,"187/507","BCNH","I",NA,NA,0,"","empty"
2015-06-11,"187/507","BCNH","I",NA,NA,0,"","empty"
2015-05-07,"188","SNEG","A",NA,1,NA,"","next to 119 (right)"
2015-04-02,"191","BCNH","A",NA,1,NA,"",NA
2015-04-09,"191","BCNH","A",NA,1,NA,"",NA
2015-04-16,"191","BCNH","A",NA,2,2,"",NA
2015-04-23,"191","BCNH","A",NA,2,3,"",NA
2015-04-30,"191","BCNH","A",NA,5,1,"",NA
2015-05-07,"191","BCNH","A",NA,5,1,"",NA
2015-05-14,"191","BCNH","I",NA,NA,0,"","empty - 1 egg to side"
2015-05-21,"191","BCNH","I",NA,NA,0,"","empty"
2015-05-28,"191","BCNH","I",NA,NA,0,"","empty"
2015-06-04,"191","BCNH","I",NA,NA,0,"","empty"
2015-06-11,"191","BCNH","I",NA,NA,0,"","empty"
2015-04-16,"192","BCNH","A",NA,1,NA,"","tag 1 ft in front of nest"
2015-05-07,"192","BCNH","I",NA,NA,0,"","empty"
2015-05-14,"192","BCNH","I",NA,NA,0,"","empty"
2015-05-21,"192","BCNH","I",NA,NA,0,"","empty"
2015-05-28,"192","BCNH","I",NA,NA,0,"","empty"
2015-06-04,"192","BCNH","I",NA,NA,0,"","empty"
2015-06-11,"192","BCNH","I",NA,NA,0,"","renest 192a"
2015-06-11,"192A","BCNH","A",NA,1,NA,"","tag 1 ft in front of nest ben dvr ch 1 installed"
2015-05-07,"194","BCNH","A",NA,1,NA,"","nest re-use from last year"
2015-05-14,"194","BCNH","I",NA,NA,0,"","empty"
2015-05-21,"194","BCNH","I",NA,NA,0,"","empty"
2015-05-28,"194","BCNH","I",NA,NA,0,"","empty"
2015-06-11,"194","BCNH","I",NA,NA,0,"","empty"
2015-04-02,"195","BCNH","A",NA,1,NA,"","tag below nest; near 196 and 197"
2015-04-09,"195","BCNH","A",NA,1,NA,"",NA
2015-04-16,"195","BCNH","A",NA,1,NA,"",NA
2015-04-23,"195","BCNH","A",NA,2,2,"",NA
2015-04-30,"195","BCNH","A",NA,4,1,"",NA
2015-05-07,"195","BCNH","A",NA,5,1,"",NA
2015-05-21,"195","BCNH","I",NA,NA,0,"","empty"
2015-05-28,"195","BCNH","I",NA,NA,0,"","empty"
2015-06-04,"195","BCNH","I",NA,NA,0,"","empty"
2015-06-11,"195","BCNH","I",NA,NA,0,"","renest 195a"
2015-06-11,"195A","BCNH","A",NA,1,NA,"","tag below nest; near 196 and 197"
2015-04-02,"196","BCNH","A",NA,1,NA,"",NA
2015-04-09,"196","BCNH","A",NA,2,3,"",NA
2015-04-16,"196","BCNH","A",NA,4,3,"",NA
2015-04-23,"196","BCNH","A",NA,5,3,"",NA
2015-04-30,"196","BCNH","A",NA,5,1,"",NA
2015-05-07,"196","BCNH","I",NA,NA,0,"","empty"
2015-05-14,"196","BCNH","I",NA,NA,0,"","empty"
2015-05-21,"196","BCNH","I",NA,NA,0,"","empty"
2015-05-28,"196","BCNH","I",NA,NA,0,"","empty"
2015-06-04,"196","BCNH","I",NA,NA,0,"","empty"
2015-06-11,"196","BCNH","I",NA,NA,0,"","empty"
2015-04-02,"197","BCNH","A",NA,1,NA,"","5 ft back from tag"
2015-04-09,"197","BCNH","A",NA,1,NA,"",NA
2015-04-16,"197","BCNH","A",NA,1,NA,"",NA
2015-04-23,"197","BCNH","A",NA,2,2,"","1 pipped egg"
2015-04-30,"197","BCNH","A",NA,2,3,"",NA
2015-05-07,"197","BCNH","A",NA,5,2,"",NA
2015-05-14,"197","BCNH","A",NA,5,1,"",NA
2015-05-21,"197","BCNH","A",NA,5,1,"",NA
2015-06-04,"197","BCNH","I",NA,NA,0,"","empty"
2015-06-11,"197","BCNH","I",NA,NA,0,"","empty"
2015-04-02,"198","BCNH","A",NA,1,NA,"",NA
2015-04-09,"198","BCNH","A",NA,2,3,"",NA
2015-04-16,"198","BCNH","I",NA,NA,NA,"","depredated"
2015-04-23,"198","BCNH","I",NA,NA,0,"","empty"
2015-04-30,"198","BCNH","I",NA,NA,0,"","still empty?"
2015-05-07,"198","BCNH","I",NA,NA,0,"","not checked, still empty?"
2015-06-04,"198","BCNH","I",NA,NA,0,"","empty"
2015-04-02,"199","BCNH","A",NA,1,NA,"","tag below nest"
2015-06-04,"199","BCNH","I",NA,NA,0,"","renest 199a"
2015-06-04,"199A","BCNH","A",NA,1,NA,"",NA
2015-06-11,"199A","BCNH","A",NA,1,NA,"","ben dvr ch 3 installed"
2015-04-16,"202","BCNH","A",NA,1,NA,"","tag just under nest"
2015-05-21,"202","BCNH","I",NA,NA,0,"","destroyed"
2015-06-11,"202","BCNH","I",NA,NA,0,"","destroyed"
2015-04-09,"203","BCNH","A",NA,2,3,"","tag 2 ft above nest; visible from path"
2015-04-16,"203","BCNH","A",NA,4,2,"",NA
2015-04-23,"203","BCNH","A",NA,5,1,"",NA
2015-04-30,"203","BCNH","I",NA,NA,NA,"","2 dead chicks in nest"
2015-05-14,"203","BCNH","I",NA,NA,NA,"","1 dead chick"
2015-05-21,"203","BCNH","I",NA,NA,0,"","empty"
2015-05-28,"203","BCNH","I",NA,NA,0,"","empty"
2015-06-04,"203","BCNH","I",NA,NA,0,"","empty"
2015-06-11,"203","BCNH","I",NA,NA,0,"","empty"
2015-04-16,"204","BCNH","A",NA,1,NA,"",NA
2015-04-23,"204","BCNH","A",NA,1,NA,"",NA
2015-04-30,"204","BCNH","A",NA,1,NA,"",NA
2015-05-07,"204","BCNH","A",NA,1,NA,"","1 pipped"
2015-05-14,"204","BCNH","A",NA,2,3,"",NA
2015-05-21,"204","BCNH","A",NA,4,3,"",NA
2015-05-28,"204","BCNH","A",NA,5,2,"",NA
2015-06-04,"204","BCNH","I",NA,NA,0,"","empty"
2015-06-11,"204","BCNH","I",NA,NA,0,"","empty"
2015-04-02,"206","BCNH","A",NA,1,NA,"","6 ft to right of 211"
2015-04-09,"206","BCNH","A",NA,1,NA,"",NA
2015-04-16,"206","BCNH","A",NA,1,NA,"",NA
2015-04-23,"206","BCNH","A",NA,2,1,"",NA
2015-04-30,"206","BCNH","A",NA,2,1,"",NA
2015-05-07,"206","BCNH","A",NA,5,1,"",NA
2015-05-14,"206","BCNH","A",NA,5,1,"",NA
2015-05-21,"206","BCNH","I",NA,NA,0,"","empty"
2015-05-28,"206","BCNH","I",NA,NA,0,"","empty"
2015-06-04,"206","BCNH","I",NA,NA,0,"","empty"
2015-06-11,"206","BCNH","I",NA,NA,0,"","empty"
2015-04-02,"211","BCNH","A",NA,1,NA,"","overhanging agave stalk holds tag for nest 5 ft below"
2015-04-09,"211","BCNH","I",NA,NA,0,"","destroyed?"
2015-04-16,"211","BCNH","I",NA,NA,0,"","destroyed"
2015-04-23,"211","BCNH","I",NA,NA,0,"","destroyed"
2015-04-30,"211","BCNH","I",NA,NA,0,"","not checked but probably still destroyed"
2015-05-07,"211","BCNH","I",NA,NA,0,"","empty"
2015-05-14,"211","BCNH","I",NA,NA,0,"","empty"
2015-05-21,"211","BCNH","I",NA,NA,0,"","empty"
2015-05-28,"211","BCNH","I",NA,NA,0,"","empty"
2015-06-04,"211","BCNH","I",NA,NA,0,"","empty"
2015-06-11,"211","BCNH","I",NA,NA,0,"","empty"
2015-04-02,"212","BCNH","A",NA,1,NA,"","tag 2 ft in front of nest at eye level"
2015-04-09,"212","BCNH","A",NA,1,NA,"",NA
2015-04-16,"212","BCNH","A",NA,2,2,"",NA
2015-04-23,"212","BCNH","A",NA,2,3,"",NA
2015-04-30,"212","BCNH","A",NA,5,2,"",NA
2015-05-07,"212","BCNH","I",NA,NA,0,"","empty"
2015-05-14,"212","BCNH","I",NA,NA,0,"","empty"
2015-05-21,"212","BCNH","A",NA,NA,1,"",NA
2015-05-28,"212","BCNH","I",NA,NA,0,"","empty"
2015-06-04,"212","BCNH","I",NA,NA,0,"","empty"
2015-06-11,"212","BCNH","I",NA,NA,0,"","empty"
2015-04-02,"216","BCNH","A",NA,1,NA,"","tag to right of nest"
2015-04-09,"216","BCNH","A",NA,1,NA,"","ch 4. ben dvr installed"
2015-04-16,"216","BCNH","A",NA,1,NA,"","ben dvr ch 4"
2015-05-07,"216","BCNH","A",NA,NA,1,"","chick >15 do; ben dvr ch 4"
2015-05-21,"216","BCNH","I",NA,NA,NA,"","2 dead chicks; ben dvr ch 4"
2015-05-28,"216","BCNH","I",NA,NA,0,"","ben dvr ch 4; empty"
2015-06-04,"216","BCNH","I",NA,NA,0,"","camera removed; empty"
2015-06-11,"216","BCNH","I",NA,NA,0,"","empty"
2015-04-02,"221","BCNH","A",NA,1,NA,"","debris under nest 2 ft left from tag"
2015-04-09,"221","BCNH","A",NA,1,NA,"",NA
2015-04-16,"221","BCNH","A",NA,1,NA,"","plus one corvid-predated egg"
2015-05-07,"221","BCNH","I",NA,NA,0,"","empty"
2015-05-14,"221","BCNH","I",NA,NA,0,"","empty"
2015-05-21,"221","BCNH","I",NA,NA,0,"","empty"
2015-05-28,"221","BCNH","I",NA,NA,0,"","empty"
2015-06-04,"221","BCNH","I",NA,NA,0,"","empty"
2015-04-02,"222","BCNH","A",NA,1,NA,"","on left at entrance to karo cave"
2015-04-09,"222","BCNH","A",NA,1,NA,"",NA
2015-04-23,"222","BCNH","A",NA,1,NA,"",NA
2015-04-30,"222","BCNH","I",NA,NA,0,"","empty"
2015-05-07,"222","BCNH","I",NA,NA,0,"","empty"
2015-05-14,"222","BCNH","I",NA,NA,0,"","empty"
2015-05-21,"222","BCNH","I",NA,NA,0,"","empty"
2015-05-28,"222","BCNH","I",NA,NA,0,"","empty"
2015-06-04,"222","BCNH","I",NA,NA,0,"","empty"
2015-06-11,"222","BCNH","I",NA,NA,0,"","empty"
2015-04-02,"223","BCNH","A",NA,1,NA,"","tag overhanging top of rubble pile by california gulls"
2015-04-09,"223","BCNH","A",NA,1,NA,"",NA
2015-04-16,"223","BCNH","A",NA,2,2,"",NA
2015-04-23,"223","BCNH","A",NA,4,2,"",NA
2015-04-30,"223","BCNH","A",NA,5,2,"",NA
2015-05-07,"223","BCNH","A",NA,5,2,"",NA
2015-05-14,"223","BCNH","I",NA,NA,NA,"","1 dead chick"
2015-05-21,"223","BCNH","I",NA,NA,0,"","empty"
2015-05-28,"223","BCNH","I",NA,NA,0,"","empty"
2015-06-04,"223","BCNH","I",NA,NA,0,"","empty"
2015-04-09,"225","BCNH","A",NA,1,NA,"","under thick stalk"
2015-04-16,"225","BCNH","A",NA,1,NA,"",NA
2015-04-23,"225","BCNH","A",NA,1,NA,"",NA
2015-05-07,"225","BCNH","A",NA,2,1,"",NA
2015-05-14,"225","BCNH","I",NA,NA,NA,"","1 dead chick"
2015-05-21,"225","BCNH","I",NA,NA,0,"","empty"
2015-05-28,"225","BCNH","I",NA,NA,0,"","empty"
2015-06-11,"225","BCNH","I",NA,NA,0,"","empty"
2015-04-02,"228","BCNH","A",NA,1,NA,"","up from stair path; below tree"
2015-04-09,"228","BCNH","A",NA,2,2,"",NA
2015-04-16,"228","BCNH","A",NA,1,NA,"","1 egg depredated; egg punctured"
2015-04-30,"228","BCNH","I",NA,NA,0,"","empty; 2 dead chicks around nest approx 9 d.o."
2015-05-07,"228","BCNH","I",NA,NA,0,"","empty"
2015-05-14,"228","BCNH","I",NA,NA,0,"","empty"
2015-05-21,"228","BCNH","I",NA,NA,0,"","empty"
2015-05-28,"228","BCNH","I",NA,NA,0,"","empty"
2015-06-04,"228","BCNH","I",NA,NA,0,"","empty"
2015-06-11,"228","BCNH","I",NA,NA,0,"","empty"
2015-04-02,"230","BCNH","A",NA,1,NA,"","up from stair path; wall dvr channel 4?"
2015-04-16,"230","BCNH","A",NA,2,2,"",NA
2015-04-30,"230","BCNH","A",NA,5,2,"",NA
2015-05-07,"230","BCNH","A",NA,5,1,"",NA
2015-05-14,"230","BCNH","A",NA,5,1,"",NA
2015-05-21,"230","BCNH","I",NA,NA,0,"","empty"
2015-05-28,"230","BCNH","I",NA,NA,0,"","empty"
2015-06-04,"230","BCNH","I",NA,NA,0,"","empty"
2015-06-11,"230","BCNH","I",NA,NA,0,"","empty"
2015-04-02,"232","BCNH","A",NA,1,NA,"","up from stair path; wall dvr channel 1?"
2015-04-16,"232","BCNH","A",NA,2,1,"",NA
2015-04-30,"232","BCNH","A",NA,5,3,"",NA
2015-05-07,"232","BCNH","A",NA,5,1,"","camera removed"
2015-05-14,"232","BCNH","A",NA,5,1,"",NA
2015-05-21,"232","BCNH","I",NA,NA,0,"","empty"
2015-05-28,"232","BCNH","I",NA,NA,0,"","empty"
2015-06-04,"232","BCNH","I",NA,NA,0,"","empty"
2015-06-11,"232","BCNH","I",NA,NA,0,"","empty"
2015-06-18,"232A","BCNH","I",NA,NA,0,"","renest, wall dvr channel 1 (in agv with rub dvr)"
2015-04-02,"233","BCNH","A",NA,1,NA,"","toward back exit of tree"
2015-04-09,"233","BCNH","A",NA,1,NA,"",NA
2015-04-16,"233","BCNH","A",NA,1,NA,"",NA
2015-04-23,"233","BCNH","A",NA,2,3,"",NA
2015-04-30,"233","BCNH","A",NA,2,2,"",NA
2015-05-07,"233","BCNH","A",NA,5,1,"",NA
2015-05-14,"233","BCNH","A",NA,5,1,"",NA
2015-05-21,"233","BCNH","A",NA,5,1,"",NA
2015-05-28,"233","BCNH","A",NA,5,1,"",NA
2015-06-04,"233","BCNH","I",NA,NA,0,"","empty"
2015-06-11,"233","BCNH","I",NA,NA,0,"","empty"
2015-04-02,"234","BCNH","A",NA,2,1,"","hole in the wall; 4 ft behind tag"
2015-04-09,"234","BCNH","A",NA,2,3,"",NA
2015-04-16,"234","BCNH","A",NA,NA,3,"",NA
2015-04-23,"234","BCNH","A",NA,5,1,"",NA
2015-04-30,"234","BCNH","A",NA,5,1,"","plus one dead chick"
2015-05-07,"234","BCNH","I",NA,NA,0,"","empty"
2015-05-14,"234","BCNH","I",NA,NA,NA,"","1 dead chick"
2015-05-21,"234","BCNH","I",NA,NA,0,"","empty"
2015-05-28,"234","BCNH","I",NA,NA,0,"","empty"
2015-06-04,"234","BCNH","I",NA,NA,0,"","empty"
2015-06-11,"234","BCNH","I",NA,NA,0,"","empty"
2015-04-02,"240","BCNH","A",NA,1,NA,"",NA
2015-04-09,"240","BCNH","A",NA,1,NA,"","ch 3. rub dvr installed"
2015-05-14,"240","BCNH","A",NA,NA,1,"",NA
2015-05-21,"240","BCNH","A",NA,5,1,"",NA
2015-05-28,"240","BCNH","I",NA,NA,0,"","empty"
2015-06-04,"240","BCNH","I",NA,NA,0,"","empty"
2015-06-11,"240","BCNH","I",NA,NA,0,"","empty"
2015-04-02,"243","BCNH","A",NA,1,NA,"",NA
2015-04-09,"243","BCNH","I",NA,NA,0,"","empty"
2015-04-30,"243","BCNH","I",NA,NA,0,"","not checked; still empty?"
2015-05-07,"243","BCNH","I",NA,NA,0,"","empty"
2015-05-14,"243","BCNH","I",NA,NA,0,"","not checked, still empty?"
2015-05-21,"243","BCNH","I",NA,NA,0,"","empty"
2015-05-28,"243","BCNH","I",NA,NA,0,"","empty"
2015-06-04,"243","BCNH","I",NA,NA,0,"","empty"
2015-04-02,"247","SNEG","A",NA,1,NA,"","east side; near east side entrance"
2015-04-09,"247","SNEG","A",NA,1,NA,"",NA
2015-04-16,"247","SNEG","I",NA,NA,NA,"","predated?"
2015-04-23,"247","SNEG","I",NA,NA,0,"","empty"
2015-04-30,"247","SNEG","I",NA,NA,0,"","empty"
2015-04-02,"248","SNEG","A",NA,1,NA,"","east side; right of 251 and 249"
2015-04-09,"248","SNEG","A",NA,1,NA,"",NA
2015-04-16,"248","SNEG","A",NA,1,NA,"",NA
2015-04-23,"248","SNEG","A",NA,1,NA,"",NA
2015-04-30,"248","SNEG","A",NA,2,3,"",NA
2015-04-02,"249","SNEG","A",NA,1,NA,"","east side; 1 ft behind and to the right"
2015-04-09,"249","SNEG","A",NA,1,NA,"",NA
2015-04-16,"249","SNEG","A",NA,1,NA,"",NA
2015-04-23,"249","SNEG","A",NA,1,NA,"",NA
2015-04-30,"249","SNEG","A",NA,2,3,"",NA
2015-04-02,"251","SNEG","A",NA,1,NA,"","east side; near 323"
2015-04-09,"251","SNEG","A",NA,1,NA,"",NA
2015-04-16,"251","SNEG","A",NA,1,NA,"",NA
2015-04-23,"251","SNEG","A",NA,2,2,"",NA
2015-04-30,"251","SNEG","A",NA,2,3,"",NA
2015-04-02,"254","SNEG","A",NA,1,NA,"","front; below and 1 ft to the right of 257"
2015-04-09,"254","SNEG","A",NA,1,NA,"",NA
2015-04-16,"254","SNEG","A",NA,1,NA,"",NA
2015-04-23,"254","SNEG","A",NA,2,1,"","1 pipped"
2015-04-30,"254","SNEG","A",NA,2,3,"",NA
2015-04-02,"256","SNEG","A",NA,1,NA,"","front; 2 ft to the right of 257"
2015-04-09,"256","SNEG","A",NA,1,NA,"",NA
2015-04-16,"256","SNEG","A",NA,1,NA,"",NA
2015-04-23,"256","SNEG","A",NA,1,NA,"",NA
2015-04-30,"256","SNEG","A",NA,2,4,"",NA
2015-04-02,"257","SNEG","A",NA,1,NA,"","front"
2015-04-09,"257","SNEG","A",NA,1,NA,"",NA
2015-04-23,"257","SNEG","A",NA,2,4,"",NA
2015-04-30,"257","SNEG","A",NA,4,3,"",NA
2015-04-02,"262","BCNH","A",NA,1,NA,"","tag 1 ft in front of nest in downward trail by bench; twiggy, unstable vegetation"
2015-05-21,"262","BCNH","I",NA,NA,0,"","empty"
2015-04-02,"266","SNEG","A",NA,1,NA,"","front; near 282"
2015-04-09,"266","SNEG","A",NA,1,NA,"",NA
2015-04-16,"266","SNEG","A",NA,1,NA,"",NA
2015-04-23,"266","SNEG","A",NA,1,NA,"",NA
2015-04-30,"266","SNEG","A",NA,2,2,"",NA
2015-04-02,"282","SNEG","A",NA,1,NA,"","front"
2015-04-09,"282","SNEG","A",NA,1,NA,"",NA
2015-04-16,"282","SNEG","A",NA,1,NA,"",NA
2015-04-23,"282","SNEG","A",NA,1,NA,"",NA
2015-04-30,"282","SNEG","A",NA,2,2,"",NA
2015-04-02,"284","SNEG","A",NA,1,NA,"","middle"
2015-04-09,"284","SNEG","A",NA,1,NA,"",NA
2015-04-16,"284","SNEG","A",NA,1,NA,"",NA
2015-04-23,"284","SNEG","A",NA,1,NA,"",NA
2015-04-30,"284","SNEG","A",NA,1,NA,"",NA
2015-04-02,"286","SNEG","A",NA,1,NA,"","middle"
2015-04-09,"286","SNEG","A",NA,1,NA,"",NA
2015-04-16,"286","SNEG","A",NA,1,NA,"",NA
2015-04-23,"286","SNEG","A",NA,2,1,"",NA
