"date","nest","spp","status","adults","stage","chicks","confidence","notes"
2018-05-17,"124","SNEG","A",NA,2,3,"",NA
2018-05-24,"124","SNEG","I",NA,NA,0,"",NA
2018-04-19,"125","SNEG","A",NA,1,0,"",NA
2018-04-26,"125","SNEG","A",NA,1,0,"",NA
2018-05-03,"125","SNEG","A",NA,1,0,"",NA
2018-05-10,"125","SNEG","A",NA,1,0,"",NA
2018-05-17,"125","SNEG","A",NA,2,3,"",NA
2018-05-24,"125","SNEG","A",NA,4,3,"",NA
2018-04-19,"147","BCNH","A",NA,1,0,"","between 2 and 196"
2018-04-26,"147","BCNH","A",NA,1,0,"",NA
2018-05-03,"147","BCNH","A",NA,1,0,"",NA
2018-05-10,"147","BCNH","A",NA,2,2,"",NA
2018-05-17,"147","BCNH","A",NA,2,1,"",NA
2018-05-31,"147","BCNH","I",NA,NA,0,"","1 dead chick in nest"
2018-06-07,"147","BCNH","I",NA,NA,0,"","1 dead chick in nest"
2018-04-12,"151","BCNH","A",NA,1,0,"","tag above nest"
2018-04-19,"151","BCNH","A",NA,1,0,"",NA
2018-04-26,"151","BCNH","A",NA,1,0,"",NA
2018-05-03,"151","BCNH","A",NA,1,0,"","1 pipped egg"
2018-05-10,"151","BCNH","A",NA,2,3,"",NA
2018-05-17,"151","BCNH","I",NA,NA,0,"","empty"
2018-05-24,"151","BCNH","I",NA,NA,0,"",NA
2018-05-31,"151","BCNH","I",NA,NA,0,"","empty/destroyed"
2018-04-12,"152","BCNH","A",NA,1,0,"","south central"
2018-04-19,"152","BCNH","A",NA,1,0,"",NA
2018-04-26,"152","BCNH","A",NA,2,2,"",NA
2018-05-03,"152","BCNH","A",NA,4,2,"",NA
2018-05-10,"152","BCNH","A",NA,5,2,"","left nest on approach"
2018-05-17,"152","BCNH","A",NA,5,1,"","left nest on approach"
2018-05-24,"152","BCNH","I",NA,NA,0,"",NA
2018-05-31,"152","BCNH","I",NA,NA,0,"",NA
2018-06-07,"152","BCNH","I",NA,NA,0,"",NA
2018-04-12,"162","BCNH","A",NA,2,2,"","north of 508"
2018-04-19,"162","BCNH","A",NA,2,2,"",NA
2018-04-26,"162","BCNH","A",NA,5,2,"",NA
2018-05-03,"162","BCNH","A",NA,5,1,"",NA
2018-05-10,"162","BCNH","A",NA,5,1,"",NA
2018-05-17,"162","BCNH","A",NA,5,1,"",NA
2018-05-24,"162","BCNH","I",NA,NA,0,"","empty"
2018-06-07,"162","BCNH","I",NA,NA,0,"",NA
2018-04-12,"170","SNEG","A",NA,1,0,"","nw end toward nest entrance"
2018-04-19,"170","SNEG","A",NA,1,0,"",NA
2018-04-26,"170","SNEG","A",NA,1,0,"",NA
2018-05-10,"170","SNEG","A",NA,2,4,"","no age previous week"
2018-05-17,"170","SNEG","A",NA,5,4,"",NA
2018-05-24,"170","SNEG","A",NA,5,1,"","chick in vicinity"
2018-04-12,"171","SNEG","A",NA,1,0,"","nw end"
2018-04-19,"171","SNEG","A",NA,1,0,"",NA
2018-04-26,"171","SNEG","A",NA,1,0,"",NA
2018-05-03,"171","SNEG","A",NA,1,0,"",NA
2018-05-10,"171","SNEG","A",NA,2,3,"",NA
2018-05-17,"171","SNEG","A",NA,4,3,"",NA
2018-04-12,"173","SNEG","A",NA,1,0,"",NA
2018-04-19,"173","SNEG","A",NA,1,0,"",NA
2018-04-26,"173","SNEG","A",NA,1,0,"",NA
2018-05-03,"173","SNEG","A",NA,1,0,"",NA
2018-05-10,"173","SNEG","A",NA,2,3,"",NA
2018-05-24,"173","SNEG","A",NA,5,2,"",NA
2018-03-29,"175","SNEG?","A",NA,1,0,"","north end of aux, tag 5 ft sw of nest"
2018-04-05,"175","SNEG?","A",NA,1,0,"",NA
2018-04-12,"175","SNEG?","A",NA,1,0,"",NA
2018-04-19,"175","SNEG?","I",NA,NA,0,"","empty"
2018-05-03,"175","SNEG?","I",NA,NA,0,"","empty"
2018-05-10,"175","SNEG?","I",NA,NA,0,"","empty"
2018-05-17,"175","SNEG?","I",NA,NA,0,"","empty"
2018-05-24,"175","SNEG?","I",NA,NA,0,"",NA
2018-05-31,"175","SNEG?","I",NA,NA,0,"",NA
2018-06-07,"175","SNEG?","I",NA,NA,0,"",NA
2018-03-29,"177","BCNH","A",NA,1,0,"","north-most end of aux, tag below nest"
2018-04-05,"177","BCNH","A",NA,1,0,"",NA
2018-04-12,"177","BCNH","A",NA,1,0,"",NA
2018-04-19,"177","BCNH","I",NA,NA,0,"","depredated, 1 shell in nest below"
2018-05-03,"177","BCNH","A",NA,4,2,"","chicks possibly from another nest"
2018-05-10,"177","BCNH","A",NA,5,2,"",NA
2018-05-17,"177","BCNH","A",NA,5,2,"",NA
2018-05-24,"177","BCNH","I",NA,NA,0,"","one dead chick, killed by something"
2018-05-31,"177","BCNH","I",NA,NA,0,"",NA
2018-06-07,"177","BCNH","I",NA,NA,0,"",NA
2018-03-29,"178/232","BCNH","A",NA,1,0,"","tag directly below nest, end of cove; one depredated egg 5 ft from nest on ground"
2018-04-05,"178/232","BCNH","A",NA,1,0,"",NA
2018-04-12,"178/232","BCNH","A",NA,1,0,"",NA
2018-04-19,"178/232","BCNH","A",NA,2,2,"","double tagged as 232"
2018-04-26,"178/232","BCNH","A",NA,4,2,"",NA
2018-05-03,"178/232","BCNH","I",NA,NA,0,"","empty"
2018-05-10,"178/232","BCNH","I",NA,NA,0,"","empty"
2018-05-17,"178/232","BCNH","I",NA,NA,0,"",NA
2018-05-24,"178/232","BCNH","I",NA,NA,0,"",NA
2018-05-31,"178/232","BCNH","I",NA,NA,0,"",NA
2018-06-07,"178/232","BCNH","I",NA,NA,0,"",NA
2018-03-29,"179","BCNH","A",NA,1,0,"","left inside cove, tag below nest, white feathers in nest"
2018-04-05,"179","BCNH","A",NA,1,0,"",NA
2018-04-12,"179","BCNH","A",NA,1,0,"",NA
2018-04-19,"179","BCNH","A",NA,1,0,"",NA
2018-04-26,"179","BCNH","A",NA,2,3,"",NA
2018-05-03,"179","BCNH","A",NA,2,2,"",NA
2018-05-10,"179","BCNH","A",NA,5,1,"",NA
2018-05-17,"179","BCNH","A",NA,5,1,"",NA
2018-05-24,"179","BCNH","I",NA,NA,0,"",NA
2018-05-31,"179","BCNH","I",NA,NA,0,"",NA
2018-06-07,"179","BCNH","I",NA,NA,0,"",NA
2018-03-29,"180","BCNH","A",NA,1,0,"","tag directly below nest"
2018-04-05,"180","BCNH","I",NA,NA,0,"","empty; no eggshells below nest"
2018-05-17,"180","BCNH","I",NA,NA,0,"","re-nest"
2018-04-12,"180A","BCNH","A",NA,1,0,"","tag directly below nest re-nest"
2018-04-19,"180A","BCNH","A",NA,1,0,"",NA
2018-04-26,"180A","BCNH","A",NA,1,0,"",NA
2018-05-03,"180A","BCNH","A",NA,2,1,"",NA
2018-05-10,"180A","BCNH","A",NA,2,2,"",NA
2018-05-17,"180A","BCNH","A",NA,NA,2,"",NA
2018-05-24,"180A","BCNH","A",NA,5,1,"",NA
2018-05-31,"180A","BCNH","I",NA,NA,0,"",NA
2018-06-07,"180A","BCNH","I",NA,NA,0,"",NA
2018-03-29,"182","BCNH","A",NA,1,0,"","at cove entrance, tag below nest"
2018-04-05,"182","BCNH","A",NA,1,0,"",NA
2018-04-12,"182","BCNH","A",NA,1,0,"",NA
2018-04-19,"182","BCNH","A",NA,1,0,"",NA
2018-04-26,"182","BCNH","A",NA,2,3,"",NA
2018-05-03,"182","BCNH","A",NA,4,3,"",NA
2018-05-10,"182","BCNH","I",NA,NA,0,"","empty"
2018-05-17,"182","BCNH","I",NA,NA,0,"",NA
2018-05-24,"182","BCNH","I",NA,NA,0,"",NA
2018-05-31,"182","BCNH","I",NA,NA,0,"",NA
2018-06-07,"182","BCNH","I",NA,NA,0,"",NA
2018-03-29,"183","BCNH","A",NA,1,0,"","tag 1 ft above the nest"
2018-04-05,"183","BCNH","A",NA,1,0,"",NA
2018-04-12,"183","BCNH","A",NA,1,0,"",NA
2018-04-19,"183","BCNH","A",NA,2,3,"",NA
2018-05-03,"183","BCNH","A",NA,5,2,"",NA
2018-05-10,"183","BCNH","A",NA,5,2,"",NA
2018-05-17,"183","BCNH","A",NA,5,2,"",NA
2018-05-24,"183","BCNH","A",NA,5,1,"",NA
2018-05-31,"183","BCNH","I",NA,NA,0,"","empty"
2018-06-07,"183","BCNH","I",NA,NA,0,"",NA
2018-03-29,"184","BCNH","A",NA,1,0,"","tag above nest; nest is 4 ft north of 185, eggs very dirty"
2018-04-05,"184","BCNH","A",NA,1,0,"",NA
2018-04-12,"184","BCNH","I",NA,NA,0,"","empty; 1 egg out of the nest ~1 ft away"
2018-04-19,"184","BCNH","I",NA,NA,0,"",NA
2018-04-26,"184","BCNH","I",NA,NA,0,"","empty"
2018-05-03,"184","BCNH","I",NA,NA,0,"","empty"
2018-05-10,"184","BCNH","I",NA,NA,0,"","empty"
2018-05-17,"184","BCNH","I",NA,NA,0,"","empty"
2018-05-24,"184","BCNH","I",NA,NA,0,"",NA
2018-05-31,"184","BCNH","I",NA,NA,0,"",NA
2018-06-07,"184","BCNH","I",NA,NA,0,"",NA
2018-03-29,"185","BCNH","A",NA,1,0,"","tag 3 ft above and slightly east"
2018-04-05,"185","BCNH","A",NA,1,0,"",NA
2018-04-12,"185","BCNH","A",NA,1,0,"",NA
2018-04-19,"185","BCNH","A",NA,2,2,"","plus 1 dead chick"
2018-04-26,"185","BCNH","A",NA,2,2,"",NA
2018-05-03,"185","BCNH","A",NA,5,2,"","1 dead egg in the nest"
2018-05-10,"185","BCNH","A",NA,5,2,"",NA
2018-05-17,"185","BCNH","A",NA,5,2,"",NA
2018-05-24,"185","BCNH","A",NA,5,2,"","flew away"
2018-05-31,"185","BCNH","A",NA,5,1,"",NA
2018-06-07,"185","BCNH","I",NA,NA,0,"",NA
2018-03-29,"191","BCNH","A",NA,2,3,"","tag 2 ft west and above"
2018-04-05,"191","BCNH","A",NA,4,3,"","chicks leaving nest on approach"
2018-04-12,"191","BCNH","A",NA,5,1,"",NA
2018-04-19,"191","BCNH","I",NA,NA,0,"",NA
2018-04-26,"191","BCNH","I",NA,NA,0,"","empty"
2018-05-03,"191","BCNH","I",NA,NA,0,"","empty"
2018-05-10,"191","BCNH","I",NA,NA,0,"","empty"
2018-05-17,"191","BCNH","I",NA,NA,0,"","empty"
2018-05-24,"191","BCNH","I",NA,NA,0,"",NA
2018-05-31,"191A","BCNH","A",NA,1,0,"","tag 2 ft west and above re-nest"
2018-06-07,"191A","BCNH","A",NA,1,0,"",NA
2018-03-29,"192","BCNH","A",NA,1,0,"","tag below nest, north end of colony"
2018-04-05,"192","BCNH","A",NA,1,0,"",NA
2018-04-12,"192","BCNH","A",NA,2,1,"",NA
2018-04-19,"192","BCNH","A",NA,2,2,"",NA
2018-04-26,"192","BCNH","I",NA,NA,0,"","empty"
2018-05-03,"192","BCNH","I",NA,NA,0,"","empty"
2018-05-10,"192","BCNH","I",NA,NA,0,"","empty"
2018-05-17,"192","BCNH","I",NA,NA,0,"",NA
2018-05-24,"192","BCNH","I",NA,NA,0,"",NA
2018-05-31,"192","BCNH","I",NA,NA,0,"",NA
2018-06-07,"192","BCNH","I",NA,NA,0,"",NA
2018-03-29,"194","BCNH","A",NA,1,0,"","nest halfway down colony entrance, tag directly below"
2018-04-05,"194","BCNH","A",NA,1,0,"",NA
2018-04-12,"194","BCNH","A",NA,1,0,"",NA
2018-04-19,"194","BCNH","A",NA,2,3,"",NA
2018-04-26,"194","BCNH","A",NA,4,3,"",NA
2018-05-03,"194","BCNH","A",NA,5,1,"",NA
2018-05-10,"194","BCNH","A",NA,5,2,"",NA
2018-05-17,"194","BCNH","A",NA,5,2,"",NA
2018-05-24,"194","BCNH","A",NA,5,1,"","chick in vicinity"
2018-05-31,"194","BCNH","A",NA,5,1,"",NA
2018-06-07,"194","BCNH","A",NA,5,1,"",NA
2018-03-29,"196","BCNH","A",NA,1,0,"","first left when entering colony, tag directly below"
2018-04-05,"196","BCNH","A",NA,1,0,"",NA
2018-04-12,"196","BCNH","A",NA,1,0,"",NA
2018-04-19,"196","BCNH","A",NA,2,3,"",NA
2018-04-26,"196","BCNH","A",NA,4,3,"",NA
2018-05-03,"196","BCNH","I",NA,NA,0,"","empty"
2018-05-10,"196","BCNH","I",NA,NA,0,"","empty"
2018-05-17,"196","BCNH","I",NA,NA,0,"",NA
2018-05-24,"196","BCNH","I",NA,NA,0,"",NA
2018-05-31,"196","BCNH","I",NA,NA,0,"",NA
2018-06-07,"196","BCNH","I",NA,NA,0,"",NA
2018-03-29,"197","BCNH","A",NA,1,0,"","east edge, partway through colony. seen from above. tag 1 ft nw"
2018-04-05,"197","BCNH","A",NA,1,0,"",NA
2018-04-12,"197","BCNH","A",NA,1,0,"",NA
2018-04-19,"197","BCNH","A",NA,2,4,"",NA
2018-05-03,"197","BCNH","A",NA,5,2,"",NA
2018-05-10,"197","BCNH","A",NA,5,2,"",NA
2018-05-17,"197","BCNH","I",NA,NA,0,"","empty"
2018-05-24,"197","BCNH","I",NA,NA,0,"",NA
2018-05-31,"197","BCNH","I",NA,NA,0,"",NA
2018-06-07,"197","BCNH","I",NA,NA,0,"",NA
2018-03-29,"198","BCNH","A",NA,1,0,"","north end of colony, east end of tunnel to water"
2018-04-05,"198","BCNH","A",NA,1,0,"",NA
2018-04-12,"198","BCNH","A",NA,1,0,"",NA
2018-04-19,"198","BCNH","A",NA,2,1,"",NA
2018-04-26,"198","BCNH","I",NA,NA,0,"","empty, depredated"
2018-05-03,"198","BCNH","I",NA,NA,0,"","empty"
2018-05-10,"198","BCNH","I",NA,NA,0,"",NA
2018-05-17,"198","BCNH","I",NA,NA,0,"",NA
2018-05-24,"198","BCNH","I",NA,NA,0,"",NA
2018-05-31,"198","BCNH","I",NA,NA,0,"",NA
2018-06-07,"198","BCNH","I",NA,NA,0,"",NA
2018-03-29,"2","BCNH","A",NA,1,0,"","above tag"
2018-04-05,"2","BCNH","A",NA,1,0,"",NA
2018-04-12,"2","BCNH","A",NA,1,0,"",NA
2018-04-19,"2","BCNH","A",NA,2,2,"","egg is pipped"
2018-04-26,"2","BCNH","A",NA,2,2,"",NA
2018-05-03,"2","BCNH","A",NA,5,2,"",NA
2018-05-10,"2","BCNH","I",NA,NA,0,"","empty"
2018-05-17,"2","BCNH","I",NA,NA,0,"",NA
2018-05-24,"2","BCNH","I",NA,NA,0,"",NA
2018-05-31,"2","BCNH","I",NA,NA,0,"",NA
2018-06-07,"2","BCNH","I",NA,NA,0,"",NA
2018-04-19,"202","SNEG","A",NA,1,0,"","south colony in ivy covered tree"
2018-04-26,"202","SNEG","A",NA,1,0,"",NA
2018-05-03,"202","SNEG","A",NA,1,0,"",NA
2018-05-10,"202","SNEG","A",NA,1,0,"",NA
2018-05-17,"202","SNEG","A",NA,2,3,"",NA
2018-05-24,"202","SNEG","A",NA,2,3,"",NA
2018-04-19,"203","BCNH","A",NA,1,0,"","to the left when headed down the slope to check 198"
2018-04-26,"203","BCNH","A",NA,1,0,"",NA
2018-05-03,"203","BCNH","A",NA,1,0,"",NA
2018-05-10,"203","BCNH","A",NA,2,2,"",NA
2018-05-17,"203","BCNH","A",NA,4,2,"",NA
2018-05-24,"203","BCNH","A",NA,5,2,"",NA
2018-05-31,"203","BCNH","I",NA,NA,0,"","empty"
2018-06-07,"203","BCNH","I",NA,NA,0,"",NA
2018-04-19,"204","BCNH","A",NA,1,0,"","to the right of 246"
2018-04-26,"204","BCNH","A",NA,1,0,"",NA
2018-05-03,"204","BCNH","A",NA,2,4,"",NA
2018-05-10,"204","BCNH","A",NA,4,3,"","one chick could have been hidden in the bundle"
2018-05-17,"204","BCNH","A",NA,5,2,"",NA
2018-05-24,"204","BCNH","I",NA,NA,0,"",NA
2018-05-31,"204","BCNH","I",NA,NA,0,"",NA
2018-06-07,"204","BCNH","I",NA,NA,0,"",NA
2018-04-19,"205","SNEG","A",NA,1,0,"","2017 tag"
2018-04-26,"205","SNEG","A",NA,1,0,"",NA
2018-05-10,"205","SNEG","A",NA,2,3,"",NA
2018-05-17,"205","SNEG","A",NA,4,3,"",NA
2018-05-24,"205","SNEG","A",NA,5,3,"",NA
2018-04-19,"206","BCNH","A",NA,1,0,"","tag on ivy ~5 ft in front of nest; nest easily visible in mir"
2018-04-26,"206","BCNH","A",NA,1,0,"",NA
2018-05-03,"206","BCNH","A",NA,1,0,"",NA
2018-05-10,"206","BCNH","A",NA,2,1,"","parent on the nest, flushed after other wh herons flushed"
2018-05-17,"206","BCNH","A",NA,2,3,"",NA
2018-05-24,"206","BCNH","A",NA,NA,2,"",NA
2018-05-31,"206","BCNH","I",NA,NA,0,"",NA
2018-06-07,"206A","BCNH","A",NA,1,0,"","tag on ivy ~5 ft in front of nest; nest easily visible in mir re-nest"
2018-04-19,"211","SNEG","A",NA,1,0,"","top of tree near visitor path"
2018-04-26,"211","SNEG","A",NA,1,0,"",NA
2018-05-03,"211","SNEG","A",NA,1,0,"",NA
2018-05-10,"211","SNEG","A",NA,1,0,"",NA
2018-05-17,"211","SNEG","A",NA,2,4,"",NA
2018-05-24,"211","SNEG","A",NA,4,4,"",NA
2018-04-19,"212","SNEG","A",NA,1,0,"","central colony"
2018-04-26,"212","SNEG","A",NA,1,0,"",NA
2018-05-03,"212","SNEG","A",NA,1,0,"",NA
2018-05-10,"212","SNEG","A",NA,1,0,"",NA
2018-05-17,"212","SNEG","I",NA,NA,0,"","destroyed"
2018-05-24,"212","SNEG","I",NA,NA,0,"",NA
2018-04-19,"213","SNEG","A",NA,1,0,"",NA
2018-04-26,"213","SNEG","A",NA,1,0,"",NA
2018-05-03,"213","SNEG","A",NA,1,0,"",NA
2018-05-10,"213","SNEG","A",NA,1,0,"",NA
2018-05-17,"213","SNEG","A",NA,2,3,"",NA
2018-05-24,"213","SNEG","A",NA,4,1,"","on edge of nest bowl"
2018-04-19,"221","SNEG","A",NA,1,0,"",NA
2018-04-26,"221","SNEG","A",NA,1,0,"",NA
2018-05-03,"221","SNEG","A",NA,1,0,"",NA
2018-05-17,"221","SNEG","A",NA,2,3,"",NA
2018-05-24,"221","SNEG","A",NA,4,4,"","probably missed 4th chick last week"
2018-03-29,"222","BCNH","A",NA,1,0,"","old tag from 2017; nest above and diagonal to tag"
2018-04-05,"222","BCNH","I",NA,NA,0,"","empty"
2018-05-17,"222","BCNH","I",NA,NA,0,"","re-nest"
2018-04-12,"222A","BCNH","A",NA,1,0,"","re-nest"
2018-04-19,"222A","BCNH","A",NA,1,0,"",NA
2018-04-26,"222A","BCNH","A",NA,1,0,"",NA
2018-05-03,"222A","BCNH","A",NA,2,2,"",NA
2018-05-10,"222A","BCNH","A",NA,2,2,"",NA
2018-05-17,"222A","BCNH","A",NA,5,2,"",NA
2018-05-24,"222A","BCNH","I",NA,NA,0,"",NA
2018-05-31,"222A","BCNH","I",NA,NA,0,"",NA
2018-06-07,"222A","BCNH","I",NA,NA,0,"",NA
2018-04-19,"223","SNEG","A",NA,1,0,"",NA
2018-04-26,"223","SNEG","A",NA,1,0,"",NA
2018-05-03,"223","SNEG","A",NA,1,0,"",NA
2018-05-10,"223","SNEG","A",NA,1,0,"",NA
2018-05-17,"223","SNEG","A",NA,2,4,"",NA
2018-05-24,"223","SNEG","A",NA,4,4,"",NA
2018-04-19,"228","SNEG","A",NA,1,0,"",NA
2018-04-26,"228","SNEG","A",NA,1,0,"",NA
2018-05-03,"228","SNEG","A",NA,1,0,"",NA
2018-05-10,"228","SNEG","A",NA,1,0,"",NA
2018-05-17,"228","SNEG","A",NA,2,3,"",NA
2018-05-24,"228","SNEG","A",NA,4,3,"",NA
2018-04-19,"230","SNEG","A",NA,1,0,"","central colony"
2018-04-26,"230","SNEG","A",NA,1,0,"",NA
2018-05-03,"230","SNEG","A",NA,1,0,"",NA
2018-05-10,"230","SNEG","A",NA,2,1,"",NA
2018-05-17,"230","SNEG","A",NA,2,1,"",NA
2018-05-24,"230","SNEG","A",NA,1,0,"",NA
2018-04-12,"233","BCNH","A",NA,2,2,"",NA
2018-04-19,"233","BCNH","A",NA,2,3,"",NA
2018-04-26,"233","BCNH","A",NA,5,2,"",NA
2018-05-03,"233","BCNH","A",NA,5,2,"",NA
2018-05-10,"233","BCNH","A",NA,5,2,"","one chick left the nest on approach"
2018-05-17,"233","BCNH","I",NA,NA,0,"",NA
2018-05-24,"233","BCNH","I",NA,NA,0,"",NA
2018-05-31,"233","BCNH","I",NA,NA,0,"",NA
2018-06-07,"233","BCNH","I",NA,NA,0,"",NA
2018-04-12,"234","SNEG","A",NA,1,0,"","nw end, toward ocean"
2018-04-19,"234","SNEG","A",NA,1,0,"",NA
2018-04-26,"234","SNEG","A",NA,1,0,"",NA
2018-05-03,"234","SNEG","A",NA,2,3,"",NA
2018-05-10,"234","SNEG","A",NA,4,3,"",NA
2018-05-17,"234","SNEG","A",NA,5,3,"",NA
2018-05-24,"234","SNEG","A",NA,5,2,"",NA
2018-04-12,"242","BCNH","A",NA,1,0,"","tag ~4' above nest. nest is under fallen agv stalk."
2018-04-19,"242","BCNH","A",NA,1,0,"",NA
2018-04-26,"242","BCNH","A",NA,1,0,"",NA
2018-05-03,"242","BCNH","A",NA,2,3,"",NA
2018-05-10,"242","BCNH","A",NA,4,3,"",NA
2018-05-17,"242","BCNH","A",NA,5,3,"",NA
2018-05-31,"242","BCNH","A",NA,5,3,"","all chicks left nest on approach"
2018-06-07,"242","BCNH","I",NA,NA,0,"",NA
2018-04-12,"243","SNEG","A",NA,1,0,"","central colony, western edge"
2018-04-19,"243","SNEG","A",NA,1,0,"",NA
2018-04-26,"243","SNEG","A",NA,1,0,"",NA
2018-05-03,"243","SNEG","A",NA,1,0,"","2 eggs pipped"
2018-05-10,"243","SNEG","A",NA,2,4,"",NA
2018-05-17,"243","SNEG","A",NA,4,2,"","one dead chick just off the nest, live chicks left the nest"
2018-05-24,"243","SNEG","I",NA,NA,0,"",NA
2018-04-12,"246","BCNH","A",NA,1,0,"",NA
2018-04-19,"246","BCNH","A",NA,2,3,"",NA
2018-04-26,"246","BCNH","A",NA,4,3,"",NA
2018-05-03,"246","BCNH","A",NA,5,2,"",NA
2018-05-10,"246","BCNH","A",NA,5,2,"","left on approach"
2018-05-17,"246","BCNH","I",NA,NA,0,"",NA
2018-05-24,"246","BCNH","I",NA,NA,0,"",NA
2018-05-31,"246","BCNH","I",NA,NA,0,"",NA
2018-06-07,"246","BCNH","I",NA,NA,0,"",NA
2018-04-19,"248","SNEG","A",NA,1,0,"",NA
2018-04-26,"248","SNEG","A",NA,1,0,"",NA
2018-05-03,"248","SNEG","A",NA,1,0,"",NA
2018-05-17,"248","SNEG","A",NA,2,2,"",NA
2018-05-24,"248","SNEG","A",NA,NA,2,"",NA
2018-04-19,"249","SNEG","A",NA,1,0,"","far south colony, down slope"
2018-05-03,"249","SNEG","A",NA,1,0,"","one depredated shell in nest"
2018-05-10,"249A","SNEG","A",NA,1,0,"","nest bowl just behind old one"
2018-05-17,"249A","SNEG","A",NA,1,0,"",NA
2018-05-24,"249A","SNEG","A",NA,1,0,"",NA
2018-04-19,"251","SNEG","A",NA,1,0,"",NA
2018-04-26,"251","SNEG","A",NA,1,0,"",NA
2018-05-03,"251","SNEG","A",NA,1,0,"",NA
2018-05-10,"251","SNEG","A",NA,1,0,"",NA
2018-05-17,"251","SNEG","A",NA,2,3,"",NA
2018-05-24,"251","SNEG","A",NA,4,3,"",NA
2018-04-19,"256","SNEG","A",NA,1,0,"",NA
2018-04-26,"256","SNEG","A",NA,1,0,"",NA
2018-05-03,"256","SNEG","A",NA,1,0,"",NA
2018-05-10,"256","SNEG","A",NA,1,0,"",NA
2018-05-17,"256","SNEG","A",NA,2,3,"","egg is hatching"
2018-05-24,"256","SNEG","A",NA,2,4,"",NA
2018-04-19,"259","SNEG","A",NA,1,0,"",NA
2018-04-26,"259","SNEG","A",NA,1,0,"",NA
2018-05-03,"259","SNEG","A",NA,1,0,"",NA
2018-05-10,"259","SNEG","A",NA,1,0,"",NA
2018-05-17,"259","SNEG","A",NA,2,4,"",NA
2018-05-24,"259","SNEG","A",NA,4,3,"","one dead chick"
2018-04-19,"263","BCNH","A",NA,1,0,"",NA
2018-04-26,"263","BCNH","A",NA,1,0,"",NA
2018-05-03,"263","BCNH","A",NA,2,1,"",NA
2018-05-10,"263","BCNH","I",NA,NA,0,"","empty"
2018-05-17,"263","BCNH","I",NA,NA,0,"",NA
2018-05-24,"263","BCNH","I",NA,NA,0,"",NA
2018-05-31,"263","BCNH","I",NA,NA,0,"",NA
2018-06-07,"263","BCNH","I",NA,NA,0,"",NA
2018-04-19,"266","BCNH","A",NA,2,2,"","over the wall in large clump of agv, nest below tag"
2018-04-26,"266","BCNH","I",NA,NA,0,"","empty, but heard chicks on approach"
2018-05-03,"266","BCNH","I",NA,NA,0,"","empty"
2018-05-10,"266","BCNH","I",NA,NA,0,"","empty"
2018-05-17,"266","BCNH","I",NA,NA,0,"",NA
2018-05-24,"266","BCNH","I",NA,NA,0,"",NA
2018-05-31,"266","BCNH","I",NA,NA,0,"",NA
2018-06-07,"266","BCNH","I",NA,NA,0,"",NA
2018-04-26,"282","BCNH","A",NA,1,0,"","tag in front of nest"
2018-05-10,"282","BCNH","A",NA,2,2,"",NA
2018-05-17,"282","BCNH","A",NA,2,3,"",NA
2018-05-31,"282","BCNH","I",NA,NA,0,"",NA
2018-06-07,"282","BCNH","I",NA,NA,0,"",NA
2018-05-03,"284","SNEG","A",NA,1,0,"","nest is 6 ft above 286"
2018-05-10,"284","SNEG","A",NA,1,0,"",NA
2018-05-17,"284","SNEG","A",NA,2,1,"",NA
2018-05-24,"284","SNEG","A",NA,2,1,"","one fth egg present"
